#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-0.79, -18.24, 0.74 	14.94, -2.64, -8.74 	0.00, 30.00 	11,25,18,479		0.00,0.00	0,0 	0
0       	-0.43, -16.13, 1.44 	13.17, -1.37, -7.58 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.38, -16.08, 1.42 	13.11, -1.40, -7.58 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.34, -16.04, 1.43 	13.04, -1.46, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.35, -16.00, 1.45 	13.01, -1.50, -7.55 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.37, -16.01, 1.49 	13.03, -1.51, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.36, -15.99, 1.49 	13.10, -1.48, -7.58 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.34, -16.01, 1.49 	13.14, -1.45, -7.58 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.34, -16.00, 1.50 	13.19, -1.41, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.34, -16.00, 1.50 	13.20, -1.41, -7.55 	0.00, 30.00 	11,25,18,492		-nan,inf	0,0 	0
0       	-0.32, -15.98, 1.49 	13.19, -1.41, -7.55 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.32, -15.98, 1.50 	13.15, -1.45, -7.53 	0.00, 30.00 	11,25,18,492		-nan,inf	0,0 	0
0       	-0.31, -15.98, 1.50 	13.13, -1.48, -7.52 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.97, 1.51 	13.08, -1.50, -7.51 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.96, 1.52 	13.06, -1.51, -7.51 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.29, -15.95, 1.51 	13.05, -1.53, -7.51 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.95, 1.52 	13.04, -1.54, -7.51 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.32, -15.95, 1.52 	13.09, -1.56, -7.51 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.32, -15.95, 1.52 	13.12, -1.59, -7.51 	0.00, 30.00 	11,25,18,492		-nan,inf	0,0 	0
0       	-0.30, -15.93, 1.51 	13.13, -1.61, -7.50 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.91, 1.52 	13.05, -1.64, -7.47 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.30, -15.91, 1.50 	12.87, -1.69, -7.47 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.88, 1.52 	12.65, -1.76, -7.49 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.29, -15.86, 1.50 	12.48, -1.89, -7.48 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.33, -15.83, 1.50 	12.39, -2.03, -7.46 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.29, -15.82, 1.52 	12.44, -2.09, -7.48 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.26, -15.81, 1.52 	12.56, -2.02, -7.54 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.28, -15.80, 1.55 	12.67, -1.98, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.24, -15.81, 1.55 	12.78, -1.93, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.23, -15.84, 1.53 	12.80, -1.89, -7.56 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.24, -15.85, 1.52 	12.81, -1.89, -7.55 	0.00, 30.00 	11,25,18,492		inf,inf	0,0 	0
0       	-0.25, -15.81, 1.52 	12.79, -1.90, -7.52 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.24, -15.79, 1.52 	12.73, -1.91, -7.50 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.23, -15.78, 1.51 	12.69, -1.93, -7.48 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.24, -15.72, 1.52 	12.65, -1.93, -7.47 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.21, -15.71, 1.53 	12.65, -1.93, -7.44 	0.00, 30.00 	11,25,18,493		inf,-nan	0,0 	0
0       	-0.18, -15.72, 1.55 	12.70, -1.89, -7.41 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.17, -15.76, 1.56 	12.82, -1.76, -7.37 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.15, -15.79, 1.56 	13.02, -1.51, -7.29 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.17, -15.81, 1.56 	13.14, -1.22, -7.14 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.17, -15.83, 1.54 	13.04, -1.20, -7.03 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.17, -15.82, 1.54 	12.90, -1.18, -6.96 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.16, -15.78, 1.51 	12.76, -1.18, -6.86 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.15, -15.74, 1.52 	12.69, -1.27, -6.72 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.15, -15.69, 1.52 	12.63, -1.44, -6.62 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.18, -15.68, 1.50 	12.57, -1.44, -6.63 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.17, -15.70, 1.53 	12.63, -1.38, -6.65 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.14, -15.71, 1.55 	12.75, -1.32, -6.64 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.10, -15.81, 1.57 	12.88, -1.26, -6.58 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.06, -15.85, 1.54 	12.90, -1.22, -6.53 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.04, -15.84, 1.52 	12.88, -1.22, -6.46 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.04, -15.84, 1.52 	12.84, -1.20, -6.40 	0.00, 30.00 	11,25,18,493		-nan,inf	0,0 	0
0       	-0.06, -15.81, 1.50 	12.83, -1.19, -6.39 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.12, -15.80, 1.49 	12.77, -1.17, -6.40 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.13, -15.72, 1.49 	12.73, -1.19, -6.41 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.13, -15.69, 1.48 	12.73, -1.22, -6.42 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.16, -15.71, 1.48 	12.72, -1.24, -6.43 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.08, -15.70, 1.48 	12.72, -1.25, -6.44 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.02, -15.73, 1.49 	12.72, -1.25, -6.45 	0.00, 30.00 	11,25,18,493		inf,-nan	0,0 	0
0       	-0.02, -15.75, 1.49 	12.75, -1.23, -6.45 	0.00, 30.00 	11,25,18,493		inf,inf	0,0 	0
0       	-0.02, -15.77, 1.49 	12.74, -1.24, -6.46 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.02, -15.77, 1.47 	12.76, -1.22, -6.46 	0.00, 30.00 	11,25,18,494		-nan,inf	0,0 	0
0       	0.01, -15.73, 1.46 	12.77, -1.20, -6.45 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.01, -15.73, 1.48 	12.74, -1.19, -6.43 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.06, -15.70, 1.51 	12.66, -1.21, -6.42 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.00, -15.69, 1.51 	12.59, -1.28, -6.42 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.01, -15.67, 1.52 	12.53, -1.33, -6.44 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.03, -15.68, 1.53 	12.52, -1.38, -6.45 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.01, -15.68, 1.54 	12.51, -1.43, -6.44 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.02, -15.69, 1.56 	12.54, -1.43, -6.44 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.05, -15.69, 1.57 	12.52, -1.41, -6.43 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.06, -15.70, 1.58 	12.54, -1.38, -6.42 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.10, -15.69, 1.58 	12.53, -1.36, -6.41 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.05, -15.69, 1.58 	12.46, -1.37, -6.39 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.09, -15.71, 1.58 	12.29, -1.45, -6.33 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.16, -15.71, 1.59 	12.11, -1.55, -6.29 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.27, -15.75, 1.59 	11.98, -1.62, -6.32 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.43, -15.75, 1.68 	11.98, -1.67, -6.36 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.48, -15.70, 1.85 	12.04, -1.73, -6.39 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.22, -15.72, 1.95 	12.14, -1.73, -6.42 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.32, -15.74, 1.92 	12.22, -1.68, -6.44 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.84, -15.46, 1.97 	12.29, -1.66, -6.44 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	1.18, -15.19, 2.03 	12.30, -1.64, -6.43 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	1.14, -15.08, 1.99 	12.31, -1.63, -6.42 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.75, -14.91, 1.98 	12.28, -1.63, -6.41 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.13, -14.64, 2.05 	12.25, -1.62, -6.40 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.42, -14.48, 2.12 	12.23, -1.62, -6.40 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.61, -14.48, 2.12 	12.14, -1.66, -6.39 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	-0.39, -14.49, 2.10 	12.07, -1.68, -6.39 	0.00, 30.00 	11,25,18,494		inf,inf	0,0 	0
0       	0.14, -14.38, 2.11 	12.08, -1.65, -6.38 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.60, -14.31, 2.10 	12.17, -1.54, -6.36 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.88, -14.30, 2.01 	12.29, -1.36, -6.36 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.99, -14.22, 1.92 	12.33, -1.25, -6.36 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.96, -14.05, 1.88 	12.33, -1.21, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.80, -13.90, 1.89 	12.34, -1.21, -6.34 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.60, -13.76, 1.87 	12.28, -1.22, -6.34 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.52, -13.62, 1.87 	12.21, -1.25, -6.33 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.61, -13.52, 1.89 	12.16, -1.27, -6.32 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.78, -13.49, 1.90 	12.11, -1.30, -6.32 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	0.94, -13.51, 1.89 	12.09, -1.33, -6.32 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.13, -13.52, 1.89 	12.12, -1.33, -6.33 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.34, -13.51, 1.91 	12.13, -1.33, -6.34 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.58, -13.49, 1.92 	12.13, -1.33, -6.34 	0.00, 30.00 	11,25,18,495		inf,-nan	0,0 	0
0       	1.69, -13.51, 1.89 	12.15, -1.33, -6.34 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.66, -13.48, 1.89 	12.14, -1.33, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.62, -13.39, 1.96 	12.14, -1.33, -6.35 	0.00, 30.00 	11,25,18,495		inf,-nan	0,0 	0
0       	1.61, -13.30, 2.04 	12.13, -1.34, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.56, -13.28, 2.06 	12.14, -1.33, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.47, -13.22, 2.11 	12.13, -1.34, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.25, -13.22, 2.17 	12.12, -1.34, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.24, -13.27, 2.18 	12.10, -1.36, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.39, -13.34, 2.11 	12.11, -1.37, -6.37 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.61, -13.31, 2.09 	12.14, -1.40, -6.38 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.77, -13.30, 2.08 	12.16, -1.42, -6.39 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.83, -13.34, 2.08 	12.13, -1.45, -6.39 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	1.91, -13.39, 2.06 	12.06, -1.47, -6.39 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	2.05, -13.38, 2.03 	11.97, -1.52, -6.39 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	2.13, -13.35, 1.99 	11.89, -1.58, -6.35 	0.00, 30.00 	11,25,18,495		inf,inf	0,0 	0
0       	2.05, -13.34, 1.94 	11.82, -1.64, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	1.85, -13.40, 1.90 	11.78, -1.69, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	1.73, -13.48, 1.94 	11.75, -1.71, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	1.79, -13.66, 2.00 	11.75, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.12, -13.84, 1.95 	11.79, -1.73, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.45, -13.88, 1.85 	11.79, -1.74, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.63, -13.78, 1.85 	11.82, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.67, -13.71, 1.84 	11.82, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,-nan	0,0 	0
0       	2.60, -13.68, 1.78 	11.84, -1.71, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.52, -13.64, 1.74 	11.84, -1.71, -6.35 	0.00, 30.00 	11,25,18,496		inf,-nan	0,0 	0
0       	2.40, -13.58, 1.74 	11.84, -1.71, -6.35 	0.00, 30.00 	11,25,18,496		inf,-nan	0,0 	0
0       	2.27, -13.54, 1.77 	11.81, -1.71, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.26, -13.55, 1.78 	11.80, -1.71, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.21, -13.58, 1.78 	11.81, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.21, -13.57, 1.79 	11.81, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,-nan	0,0 	0
0       	2.24, -13.59, 1.79 	11.84, -1.72, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.29, -13.63, 1.78 	11.87, -1.70, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.27, -13.65, 1.77 	11.90, -1.69, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.26, -13.63, 1.78 	11.91, -1.67, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.26, -13.64, 1.78 	11.92, -1.67, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.23, -13.64, 1.78 	11.92, -1.65, -6.33 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.22, -13.63, 1.78 	11.91, -1.67, -6.34 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.21, -13.62, 1.79 	11.89, -1.68, -6.35 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.20, -13.62, 1.78 	11.90, -1.69, -6.37 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.23, -13.64, 1.79 	11.91, -1.69, -6.39 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.22, -13.64, 1.78 	11.96, -1.66, -6.41 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.23, -13.66, 1.78 	12.04, -1.61, -6.42 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.25, -13.68, 1.78 	12.10, -1.55, -6.44 	0.00, 30.00 	11,25,18,496		inf,inf	0,0 	0
0       	2.26, -13.67, 1.77 	12.14, -1.53, -6.45 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.28, -13.64, 1.76 	12.14, -1.52, -6.45 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.27, -13.66, 1.76 	12.10, -1.53, -6.43 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.65, 1.77 	12.09, -1.56, -6.42 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.21, -13.66, 1.76 	12.05, -1.59, -6.42 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.23, -13.66, 1.76 	12.03, -1.62, -6.41 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.65, 1.78 	12.00, -1.65, -6.41 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.65, 1.78 	12.00, -1.66, -6.40 	0.00, 30.00 	11,25,18,497		-nan,inf	0,0 	0
0       	2.25, -13.66, 1.78 	12.02, -1.66, -6.40 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.66, 1.78 	12.03, -1.64, -6.41 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.25, -13.66, 1.79 	12.05, -1.63, -6.41 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.26, -13.66, 1.79 	12.04, -1.64, -6.40 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.25, -13.66, 1.79 	12.03, -1.63, -6.39 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.23, -13.64, 1.78 	12.00, -1.64, -6.39 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.23, -13.64, 1.78 	11.97, -1.64, -6.39 	0.00, 30.00 	11,25,18,497		-nan,inf	0,0 	0
0       	2.24, -13.63, 1.80 	11.94, -1.66, -6.38 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.25, -13.65, 1.78 	11.90, -1.68, -6.38 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.26, -13.66, 1.77 	11.91, -1.68, -6.39 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.26, -13.67, 1.77 	11.97, -1.66, -6.39 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.27, -13.70, 1.77 	12.01, -1.66, -6.40 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.26, -13.71, 1.75 	12.03, -1.64, -6.40 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.71, 1.75 	12.08, -1.63, -6.39 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.27, -13.69, 1.75 	12.08, -1.65, -6.36 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.24, -13.70, 1.76 	12.01, -1.68, -6.34 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.23, -13.68, 1.75 	11.95, -1.70, -6.32 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.19, -13.67, 1.76 	11.92, -1.74, -6.33 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.21, -13.68, 1.76 	11.87, -1.77, -6.31 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.22, -13.69, 1.76 	11.87, -1.78, -6.32 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.21, -13.70, 1.77 	11.88, -1.77, -6.31 	0.00, 30.00 	11,25,18,497		inf,inf	0,0 	0
0       	2.21, -13.70, 1.77 	11.91, -1.75, -6.32 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.20, -13.73, 1.78 	11.99, -1.74, -6.33 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.25, -13.73, 1.77 	12.13, -1.72, -6.35 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.25, -13.74, 1.77 	12.19, -1.70, -6.42 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.23, -13.71, 1.77 	12.07, -1.75, -6.47 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.23, -13.71, 1.76 	11.89, -1.83, -6.50 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.22, -13.70, 1.76 	11.73, -1.92, -6.52 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.21, -13.72, 1.76 	11.62, -2.00, -6.51 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.21, -13.70, 1.76 	11.62, -2.09, -6.51 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.21, -13.69, 1.78 	11.70, -2.15, -6.54 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.21, -13.69, 1.78 	11.87, -2.18, -6.60 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.21, -13.69, 1.77 	12.07, -2.16, -6.68 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.25, -13.70, 1.76 	12.22, -2.11, -6.72 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.26, -13.71, 1.75 	12.25, -2.06, -6.74 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.28, -13.71, 1.75 	12.18, -2.07, -6.78 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.28, -13.70, 1.75 	12.01, -2.12, -6.82 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.25, -13.69, 1.75 	11.91, -2.20, -6.85 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.25, -13.69, 1.75 	11.81, -2.29, -6.89 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.23, -13.68, 1.76 	11.77, -2.33, -6.95 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.22, -13.70, 1.76 	11.82, -2.38, -7.00 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.20, -13.69, 1.77 	11.97, -2.38, -7.04 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.23, -13.69, 1.77 	12.14, -2.37, -7.11 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.22, -13.69, 1.77 	12.29, -2.30, -7.15 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.23, -13.70, 1.77 	12.36, -2.21, -7.16 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.23, -13.69, 1.78 	12.39, -2.17, -7.17 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.22, -13.69, 1.78 	12.36, -2.16, -7.19 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.22, -13.69, 1.77 	12.28, -2.19, -7.21 	0.00, 30.00 	11,25,18,498		-nan,inf	0,0 	0
0       	2.19, -13.67, 1.77 	12.24, -2.20, -7.21 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.19, -13.66, 1.77 	12.18, -2.25, -7.19 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.18, -13.65, 1.78 	12.08, -2.32, -7.15 	0.00, 30.00 	11,25,18,498		inf,inf	0,0 	0
0       	2.17, -13.66, 1.78 	12.01, -2.37, -7.13 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.21, -13.68, 1.78 	12.06, -2.38, -7.15 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.22, -13.69, 1.78 	12.19, -2.34, -7.17 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.22, -13.69, 1.77 	12.35, -2.29, -7.21 	0.00, 30.00 	11,25,18,499		-nan,inf	0,0 	0
0       	2.22, -13.69, 1.77 	12.42, -2.25, -7.25 	0.00, 30.00 	11,25,18,499		-nan,inf	0,0 	0
0       	2.23, -13.68, 1.76 	12.45, -2.21, -7.27 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.21, -13.67, 1.78 	12.48, -2.20, -7.28 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.23, -13.69, 1.77 	12.44, -2.19, -7.29 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.21, -13.67, 1.78 	12.39, -2.23, -7.29 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.21, -13.68, 1.78 	12.34, -2.23, -7.30 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
0       	2.23, -13.67, 1.78 	12.29, -2.26, -7.30 	0.00, 30.00 	11,25,18,499		inf,inf	0,0 	0
