#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	5.04, -23.96, -10.12 	45.03, 19.99, -20.13 	0.00, 30.00 	14,1,26,190		0.00,0.00	0,0 	0
0       	-0.08, -14.23, -10.75 	26.22, -18.86, -11.93 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.05, -14.24, -10.76 	26.75, -18.59, -12.01 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.06, -14.27, -10.78 	27.13, -18.44, -12.08 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.08, -14.32, -10.83 	27.31, -18.41, -12.11 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.18, -14.45, -10.88 	27.45, -18.44, -12.14 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.39, -14.65, -10.94 	27.56, -18.58, -12.12 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.71, -14.89, -11.02 	28.14, -19.16, -12.03 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.86, -15.10, -11.09 	29.49, -20.29, -11.32 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.76, -15.24, -11.15 	29.36, -21.59, -9.84 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.57, -15.26, -11.24 	27.52, -22.96, -8.81 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.47, -15.25, -11.32 	24.82, -23.18, -7.84 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.48, -15.32, -11.30 	21.23, -23.17, -7.01 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.53, -15.42, -11.24 	17.18, -23.55, -6.01 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.59, -15.44, -11.23 	13.83, -24.50, -4.96 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.74, -15.42, -11.25 	12.33, -25.50, -4.39 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.86, -15.41, -11.25 	12.23, -26.24, -4.27 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-1.00, -15.39, -11.21 	12.81, -26.53, -4.26 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-1.07, -15.22, -11.22 	13.39, -26.66, -4.22 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.92, -14.83, -11.36 	13.61, -26.65, -4.24 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.66, -14.26, -11.51 	14.24, -26.67, -4.14 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-0.60, -13.84, -11.52 	16.63, -26.45, -3.99 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-1.07, -13.43, -11.45 	21.69, -25.07, -4.10 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-2.12, -12.99, -11.35 	24.66, -22.44, -5.77 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-3.47, -12.73, -11.12 	24.55, -22.04, -6.14 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-4.68, -12.41, -10.98 	24.33, -22.03, -6.03 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-5.67, -11.52, -11.18 	24.04, -22.21, -5.87 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-6.27, -10.33, -11.48 	23.31, -22.60, -5.73 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-6.49, -9.26, -11.63 	22.47, -22.83, -5.70 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-6.72, -8.20, -11.77 	22.14, -23.06, -5.69 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-7.27, -6.97, -12.00 	21.89, -23.18, -5.70 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-7.89, -5.83, -12.16 	21.74, -23.33, -5.65 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-8.38, -4.84, -12.25 	21.71, -23.39, -5.55 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-8.77, -3.62, -12.46 	21.50, -23.60, -5.41 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-9.34, -2.35, -12.73 	21.27, -23.76, -5.17 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-10.14, -1.43, -12.84 	20.94, -23.98, -4.93 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-11.07, -0.91, -12.87 	20.44, -24.22, -4.70 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-11.96, -0.31, -12.98 	19.85, -24.48, -4.51 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-12.70, 0.43, -13.15 	19.28, -24.76, -4.33 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-13.16, 1.12, -13.26 	18.70, -24.99, -4.11 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-13.34, 1.60, -13.27 	18.67, -24.91, -4.00 	0.00, 30.00 	14,1,26,203		inf,inf	0,0 	0
0       	-13.37, 2.17, -13.33 	19.38, -24.46, -3.99 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-13.15, 2.84, -13.39 	20.77, -23.78, -4.30 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.88, 3.37, -13.39 	22.30, -22.96, -4.66 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.76, 3.74, -13.35 	23.39, -22.45, -4.94 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.76, 4.13, -13.35 	23.63, -22.31, -4.90 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.81, 4.46, -13.38 	23.29, -22.39, -4.74 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.85, 4.57, -13.37 	22.68, -22.60, -4.58 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.88, 4.63, -13.38 	22.16, -22.78, -4.56 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.93, 4.74, -13.41 	21.89, -22.93, -4.61 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.97, 4.93, -13.50 	21.53, -22.99, -4.68 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.86, 5.29, -13.67 	21.42, -23.09, -4.68 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.47, 6.16, -14.03 	21.29, -23.07, -4.63 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.14, 7.12, -14.29 	21.22, -23.07, -4.57 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.01, 7.90, -14.41 	21.14, -23.08, -4.52 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.03, 8.60, -14.44 	21.08, -23.12, -4.47 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.32, 9.39, -14.44 	21.09, -23.15, -4.45 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.50, 10.35, -14.43 	21.18, -23.14, -4.40 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.52, 11.38, -14.44 	21.08, -23.06, -4.49 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.60, 12.30, -14.42 	21.02, -23.02, -4.49 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.88, 13.14, -14.29 	21.11, -22.96, -4.55 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-13.18, 13.87, -13.97 	21.32, -22.79, -4.69 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-13.26, 14.58, -13.59 	21.64, -22.58, -4.88 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-13.10, 15.18, -13.25 	22.23, -22.32, -5.11 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.63, 15.51, -13.00 	22.69, -22.07, -5.31 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-12.01, 15.46, -12.79 	23.02, -21.94, -5.39 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-11.42, 15.20, -12.67 	23.24, -21.85, -5.50 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-10.88, 14.76, -12.63 	23.22, -21.81, -5.55 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-10.30, 14.35, -12.66 	23.02, -21.88, -5.61 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-9.75, 13.81, -12.66 	22.76, -21.88, -5.66 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-9.27, 13.03, -12.62 	22.68, -21.97, -5.65 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-8.80, 12.06, -12.56 	22.57, -21.98, -5.69 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-8.15, 11.10, -12.45 	22.52, -22.05, -5.68 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-7.37, 10.23, -12.30 	22.48, -22.07, -5.72 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-6.51, 9.24, -12.14 	22.54, -22.01, -5.71 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-5.52, 8.21, -11.96 	22.53, -22.03, -5.71 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-4.57, 7.34, -11.82 	22.60, -22.04, -5.70 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-3.59, 6.58, -11.70 	22.65, -21.99, -5.70 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-2.58, 5.66, -11.56 	22.68, -21.98, -5.70 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-1.60, 4.50, -11.25 	22.64, -21.97, -5.71 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	-0.60, 3.71, -11.00 	22.60, -21.99, -5.70 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	0.68, 3.70, -11.15 	22.52, -22.00, -5.71 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	1.90, 3.88, -11.61 	22.44, -22.04, -5.69 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	2.40, 3.56, -11.94 	22.39, -22.09, -5.64 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	2.19, 2.69, -12.15 	22.36, -22.11, -5.58 	0.00, 30.00 	14,1,26,204		inf,inf	0,0 	0
0       	1.35, 1.44, -12.29 	22.35, -22.13, -5.56 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.39, 0.30, -12.16 	22.41, -22.16, -5.54 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.67, -0.06, -12.20 	22.41, -22.20, -5.51 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.42, -0.20, -12.52 	22.50, -22.19, -5.51 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.93, -0.70, -12.56 	22.50, -22.17, -5.53 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	-0.21, -1.20, -12.22 	22.42, -22.18, -5.57 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	-0.54, -1.23, -11.93 	22.29, -22.21, -5.59 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.08, -0.73, -12.08 	22.19, -22.25, -5.66 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.87, -0.31, -12.31 	21.91, -22.30, -5.75 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.07, -0.57, -12.28 	22.02, -22.29, -5.96 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.95, -0.96, -12.16 	22.77, -21.89, -6.28 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.80, -1.16, -12.14 	23.66, -21.44, -6.44 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.74, -1.23, -12.14 	24.13, -21.08, -6.50 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.70, -1.24, -12.13 	24.30, -20.92, -6.49 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.71, -1.23, -12.16 	24.41, -20.82, -6.43 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.73, -1.30, -12.26 	24.39, -20.81, -6.46 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.54, -1.59, -12.30 	24.37, -20.84, -6.46 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.49, -1.97, -12.17 	24.29, -20.85, -6.42 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.70, -2.14, -12.15 	24.26, -20.92, -6.39 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.13, -2.01, -12.35 	24.25, -20.96, -6.35 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.64, -1.81, -12.64 	24.22, -21.02, -6.31 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.83, -1.79, -12.84 	24.25, -21.04, -6.29 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.44, -2.28, -12.83 	24.22, -21.13, -6.22 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.30, -3.30, -12.48 	23.99, -21.24, -6.15 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	-0.51, -4.38, -11.87 	23.65, -21.40, -6.04 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	-0.37, -4.81, -11.47 	23.20, -21.60, -5.98 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.27, -4.42, -11.48 	22.83, -21.73, -5.90 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.75, -3.92, -11.72 	22.63, -21.81, -5.91 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.89, -3.92, -11.72 	22.46, -21.89, -5.87 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.98, -4.11, -11.65 	22.30, -21.99, -5.83 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.18, -4.14, -11.68 	22.31, -21.91, -5.83 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.43, -3.91, -11.83 	22.24, -21.93, -5.85 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.39, -3.77, -11.90 	22.34, -21.86, -5.88 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.12, -3.87, -11.87 	22.40, -21.86, -5.87 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.90, -3.84, -11.94 	22.43, -21.84, -5.90 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.85, -3.78, -12.06 	22.43, -21.85, -5.93 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.68, -3.87, -12.09 	22.60, -21.78, -5.95 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.61, -4.02, -12.08 	22.63, -21.78, -5.99 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.50, -4.18, -12.09 	22.66, -21.75, -6.00 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.34, -4.38, -11.94 	22.69, -21.75, -6.05 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.38, -4.64, -11.60 	22.76, -21.70, -6.10 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.94, -4.56, -11.44 	22.78, -21.67, -6.10 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.54, -3.98, -11.53 	22.74, -21.71, -6.09 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.54, -3.61, -11.53 	22.82, -21.69, -6.10 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.35, -3.60, -11.40 	22.85, -21.72, -6.10 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.41, -3.62, -11.25 	22.82, -21.73, -6.05 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.49, -3.46, -11.22 	22.69, -21.73, -6.03 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.69, -3.19, -11.23 	22.64, -21.74, -6.00 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	2.17, -2.76, -11.25 	22.38, -21.76, -6.06 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	2.85, -2.34, -11.18 	22.04, -21.81, -6.05 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	2.89, -2.27, -11.09 	21.85, -21.93, -6.03 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	3.07, -1.97, -11.06 	21.60, -21.99, -6.08 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	3.53, -1.67, -11.00 	21.61, -21.97, -6.12 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	3.79, -1.45, -10.93 	21.63, -21.93, -6.16 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	3.67, -1.42, -10.81 	21.75, -21.94, -6.12 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	3.38, -1.66, -10.54 	21.75, -21.95, -6.12 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	2.81, -2.10, -10.12 	21.68, -21.94, -6.09 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.99, -2.43, -9.64 	21.66, -21.99, -6.05 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.18, -2.38, -9.28 	21.64, -22.00, -6.04 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	0.84, -2.08, -9.00 	21.57, -22.03, -6.07 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.33, -1.69, -8.89 	21.55, -22.01, -6.06 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.69, -1.35, -8.85 	21.51, -22.01, -6.08 	0.00, 30.00 	14,1,26,205		inf,inf	0,0 	0
0       	1.66, -1.11, -8.75 	21.53, -22.06, -6.09 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.49, -0.99, -8.49 	21.60, -22.04, -6.12 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.40, -0.87, -8.25 	21.56, -21.99, -6.14 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.43, -0.65, -8.20 	21.69, -21.99, -6.16 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.49, -0.34, -8.36 	21.74, -21.95, -6.17 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.53, -0.18, -8.54 	21.73, -21.94, -6.17 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.40, -0.32, -8.64 	21.67, -21.93, -6.21 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	1.09, -0.53, -8.66 	21.55, -21.96, -6.28 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.87, -0.58, -8.59 	21.53, -21.89, -6.35 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.90, -0.52, -8.47 	21.60, -21.78, -6.45 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.85, -0.37, -8.34 	21.81, -21.70, -6.57 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.75, -0.21, -8.24 	21.95, -21.61, -6.63 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.62, -0.10, -8.15 	22.10, -21.52, -6.64 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.47, -0.16, -8.04 	22.22, -21.44, -6.71 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.32, -0.13, -8.02 	22.42, -21.36, -6.74 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.23, 0.07, -8.07 	22.48, -21.37, -6.77 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.14, 0.32, -8.14 	22.52, -21.34, -6.81 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.09, 0.50, -8.21 	22.47, -21.35, -6.88 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.10, 0.58, -8.22 	22.43, -21.34, -6.97 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.08, 0.71, -8.20 	22.48, -21.32, -7.04 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.09, 0.85, -8.19 	22.41, -21.30, -7.11 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.13, 0.89, -8.18 	22.50, -21.31, -7.15 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.17, 0.92, -8.17 	22.46, -21.34, -7.15 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.13, 0.99, -8.14 	22.39, -21.38, -7.17 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	0.06, 1.04, -8.09 	22.43, -21.38, -7.18 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.08, 1.02, -8.04 	22.34, -21.38, -7.21 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.23, 1.08, -8.03 	22.32, -21.38, -7.21 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.33, 1.14, -8.03 	22.27, -21.37, -7.23 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.46, 1.20, -8.02 	22.30, -21.40, -7.26 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.50, 1.23, -8.02 	22.27, -21.36, -7.29 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.58, 1.23, -8.02 	22.20, -21.36, -7.30 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.61, 1.24, -8.00 	22.19, -21.35, -7.35 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.67, 1.27, -7.97 	22.17, -21.25, -7.38 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-0.81, 1.29, -7.91 	22.17, -21.14, -7.41 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.20, 1.43, -7.82 	22.21, -21.05, -7.42 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.27, 1.75, -7.73 	22.18, -20.98, -7.41 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.30, 1.74, -7.69 	22.14, -20.90, -7.39 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.43, 1.56, -7.64 	22.08, -20.85, -7.40 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.44, 1.55, -7.64 	22.16, -20.79, -7.44 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.47, 1.76, -7.67 	22.08, -20.77, -7.44 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.42, 1.89, -7.64 	21.99, -20.71, -7.50 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.32, 1.89, -7.56 	21.92, -20.68, -7.51 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.22, 1.88, -7.51 	21.97, -20.68, -7.55 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.20, 1.93, -7.42 	22.01, -20.65, -7.56 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.17, 1.97, -7.30 	21.97, -20.68, -7.55 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.10, 1.99, -7.19 	22.02, -20.65, -7.54 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.21, 2.01, -7.19 	22.05, -20.61, -7.56 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.54, 2.00, -7.29 	22.04, -20.62, -7.54 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.79, 1.87, -7.34 	22.00, -20.62, -7.53 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.92, 1.76, -7.37 	21.97, -20.63, -7.53 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.99, 1.75, -7.41 	21.90, -20.58, -7.54 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.00, 1.73, -7.44 	21.83, -20.58, -7.56 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.96, 1.68, -7.43 	21.83, -20.55, -7.60 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.95, 1.66, -7.43 	21.80, -20.57, -7.59 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-1.95, 1.66, -7.43 	21.82, -20.49, -7.62 	0.00, 30.00 	14,1,26,206		-nan,inf	0,0 	0
0       	-1.97, 1.64, -7.41 	21.81, -20.46, -7.62 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.12, 1.54, -7.32 	21.79, -20.42, -7.63 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.46, 1.31, -7.01 	21.76, -20.39, -7.62 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.55, 1.39, -6.85 	21.68, -20.33, -7.58 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.65, 1.48, -6.92 	21.64, -20.33, -7.58 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.63, 1.46, -6.94 	21.61, -20.30, -7.56 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.52, 1.44, -6.97 	21.63, -20.30, -7.57 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.46, 1.48, -7.00 	21.60, -20.26, -7.62 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.39, 1.51, -7.04 	21.52, -20.23, -7.61 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.36, 1.51, -7.04 	21.58, -20.19, -7.59 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.35, 1.50, -7.05 	21.56, -20.18, -7.60 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.35, 1.49, -7.04 	21.55, -20.17, -7.59 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.45, 1.46, -7.04 	21.56, -20.19, -7.58 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
0       	-2.54, 1.41, -7.00 	21.50, -20.16, -7.59 	0.00, 30.00 	14,1,26,206		inf,inf	0,0 	0
